Date(UTC),Profit(%)
2023-12-02 20:00:00,684.5329176252781
2023-12-03 20:00:00,678.9123266213668
2023-12-04 20:00:00,795.3120685530145
2023-12-05 20:00:00,779.4213761569011
2023-12-06 20:00:00,779.4213759676123
2023-12-07 20:00:00,779.421376293609
2023-12-08 20:00:00,779.4213769287749
2023-12-09 20:00:00,779.4213768268505
2023-12-10 20:00:00,779.4213770306985
2023-12-11 20:00:00,779.421377703394
2023-12-12 20:00:00,779.4213785391706
2023-12-13 20:00:00,779.4213782843624
2023-12-14 20:00:00,779.4213783964789
2023-12-15 20:00:00,779.4213775505091
2023-12-16 20:00:00,779.4213774995475
2023-12-17 20:00:00,779.4213769389646
2023-12-18 20:00:00,779.4213772243533
2023-12-19 20:00:00,779.4213783858073
2023-12-20 20:00:00,779.4213791850271
2023-12-21 20:00:00,779.4213804154039
2023-12-22 20:00:00,779.4213803102433
2023-12-23 20:00:00,779.4213802997272
2023-12-24 20:00:00,779.4213796056678
2023-12-25 20:00:00,779.4213798580535
2023-12-26 20:00:00,784.5150574347504
2023-12-27 20:00:00,860.9728200388004
2023-12-28 20:00:00,890.4266302173058
2023-12-29 20:00:00,881.3301618101447
2023-12-30 20:00:00,881.3688437393761
2023-12-31 20:00:00,881.3090625760187
2024-01-01 20:00:00,881.3278174508
2024-01-02 20:00:00,917.1252887024856
2024-01-03 20:00:00,917.7685626740946
2024-01-04 20:00:00,917.8149130020207
2024-01-05 20:00:00,917.778795863378
2024-01-06 20:00:00,917.7186006323069
2024-01-07 20:00:00,917.6879010644607
2024-01-08 20:00:00,917.6945225398817
2024-01-09 20:00:00,917.6794737321129
2024-01-10 20:00:00,917.7071635384063
2024-01-11 20:00:00,917.7222123461737
2024-01-12 20:00:00,917.652987830438
2024-01-13 20:00:00,917.6860952075269
2024-01-14 20:00:00,917.6692405428257
2024-01-15 20:00:00,917.778795863376
2024-01-16 20:00:00,917.7637470556092
2024-01-17 20:00:00,917.7288338215876
2024-01-18 20:00:00,940.8686904878683
2024-01-19 20:00:00,943.7138288689264
2024-01-20 20:00:00,946.8974319372915
2024-01-21 20:00:00,946.8974364066999
2024-01-22 20:00:00,1110.3254213887158
2024-01-23 20:00:00,1149.8745069792817
2024-01-24 20:00:00,1149.8611049759797
2024-01-25 20:00:00,1149.859025354778
2024-01-26 20:00:00,1180.2216335496282
2024-01-27 20:00:00,1157.5766493221656
2024-01-28 20:00:00,1157.576649021808
2024-01-29 20:00:00,1160.6968823464047
2024-01-30 20:00:00,1132.7268958910859
2024-01-31 20:00:00,1038.6325984700238
2024-02-01 20:00:00,923.3711454799508
2024-02-02 20:00:00,926.2212975359827
2024-02-03 20:00:00,926.2212975299111
2024-02-04 20:00:00,926.2212975471126
2024-02-05 20:00:00,848.8446328885047
2024-02-06 20:00:00,836.6342436671653
2024-02-07 20:00:00,872.3230919640073
2024-02-08 20:00:00,939.2685869586003
2024-02-09 20:00:00,1052.066391236933
2024-02-10 20:00:00,1060.7924255075038
2024-02-11 20:00:00,1060.7445364936527
2024-02-12 20:00:00,1151.4455468314625
2024-02-13 20:00:00,1148.6463450382666
2024-02-14 20:00:00,1178.9932716529393
2024-02-15 20:00:00,1183.2523981901402
2024-02-16 20:00:00,1183.4577724971812
2024-02-17 20:00:00,1183.205263103278
2024-02-18 20:00:00,1183.1008925537985
2024-02-19 20:00:00,1183.1648616002533
2024-02-20 20:00:00,1135.263126614468
2024-02-21 20:00:00,1125.9497806159582
2024-02-22 20:00:00,1128.451356617997
2024-02-23 20:00:00,1135.16740802901
2024-02-24 20:00:00,1124.845755231392
2024-02-25 20:00:00,1124.994806692166
2024-02-26 20:00:00,1206.9642391896869
2024-02-27 20:00:00,1206.8592034923213
2024-02-28 20:00:00,1207.1651770455285
2024-02-29 20:00:00,1206.930749547054
2024-03-01 20:00:00,1207.054052322226
2024-03-02 20:00:00,1207.1073312991514
2024-03-03 20:00:00,1207.1621325325618
2024-03-04 20:00:00,1207.22302279191
2024-03-05 20:00:00,1206.8515922099093
2024-03-06 20:00:00,1207.38894874862
2024-03-07 20:00:00,1208.0770086792047
2024-03-08 20:00:00,1208.2475014053682
2024-03-09 20:00:00,1208.2855578174583
2024-03-10 21:00:00,1208.9035939497976
2024-03-11 21:00:00,1208.813780817268
2024-03-12 21:00:00,1209.0329857509048
2024-03-13 21:00:00,1210.4502065371316
2024-03-14 21:00:00,1210.0346305171092
2024-03-15 21:00:00,1210.4836961797675
2024-03-16 21:00:00,1209.6266657795009
2024-03-17 21:00:00,1209.5551197247746
2024-03-18 21:00:00,1209.3069919179484
2024-03-19 21:00:00,1208.5808755752694
2024-03-20 21:00:00,1209.3267812522352
2024-03-21 21:00:00,1209.282635814209
2024-03-22 21:00:00,1209.2826358142074
2024-03-23 21:00:00,1209.2537129410193
2024-03-24 21:00:00,1209.4957517219132
2024-03-25 21:00:00,1209.789547223249
2024-03-26 21:00:00,1209.6875560388482
